hold_days,drawdown_min,drawdown_max,vol_shrink_ratio,last_limit_up_days_min,last_limit_up_days_max,limit_up_count_10_max,picks_per_day,valid_folds,total_test_trades,avg_test_win_rate,median_test_win_rate,avg_test_day_win_rate,avg_test_return,avg_test_max_drawdown,avg_test_profit_factor,win_rate_std,score
4,0.04,0.06,0.7,2,4,2,1,4,22,0.5166666666666666,0.5,0.5166666666666666,0.02271526927805745,-0.07583129649223608,10.199330500570191,0.10824826592066003,0.5853320396142812
4,0.03,0.06,0.55,2,4,1,1,1,4,0.5,0.5,0.5,0.01738495132045194,-0.008591433881732446,3.247934590473138,0.0,0.5848309695187344
4,0.03,0.08,0.55,2,4,1,1,1,4,0.5,0.5,0.5,0.01738495132045194,-0.008591433881732446,3.247934590473138,0.0,0.5848309695187344
4,0.03,0.1,0.55,2,4,1,1,1,4,0.5,0.5,0.5,0.01738495132045194,-0.008591433881732446,3.247934590473138,0.0,0.5848309695187344
4,0.04,0.06,0.55,2,4,1,1,1,4,0.5,0.5,0.5,0.01738495132045194,-0.008591433881732446,3.247934590473138,0.0,0.5848309695187344
4,0.04,0.08,0.55,2,4,1,1,1,4,0.5,0.5,0.5,0.01738495132045194,-0.008591433881732446,3.247934590473138,0.0,0.5848309695187344
4,0.04,0.1,0.55,2,4,1,1,1,4,0.5,0.5,0.5,0.01738495132045194,-0.008591433881732446,3.247934590473138,0.0,0.5848309695187344
3,0.04,0.08,0.6,2,4,2,2,4,21,0.4583333333333333,0.4583333333333333,0.6208333333333333,0.026428854895773627,-0.01807487285535156,34.24961987194462,0.20833333333333331,0.5832956411322862
3,0.04,0.06,0.6,2,4,2,2,4,21,0.4583333333333333,0.4583333333333333,0.6208333333333333,0.024668676365019498,-0.021595229916859804,34.15703894917867,0.20833333333333331,0.5807609840480003
3,0.04,0.06,0.6,2,4,1,2,2,13,0.47619047619047616,0.47619047619047616,0.575,0.02190674811468475,-0.01014543724542355,3.564747664958933,0.19047619047619047,0.5791182643157899
3,0.04,0.06,0.6,2,4,2,1,3,12,0.4944444444444444,0.4,0.4944444444444444,0.0299674327761639,-0.03682160970398307,12.871165500017213,0.18274315781553918,0.5783117624305644
3,0.04,0.08,0.6,2,4,2,1,3,12,0.4944444444444444,0.4,0.4944444444444444,0.0299674327761639,-0.03682160970398307,12.871165500017213,0.18274315781553918,0.5783117624305644
2,0.04,0.06,0.7,2,4,2,2,4,35,0.4868686868686869,0.5181818181818182,0.65,0.01405841258201182,-0.06142252287314076,18.64795192309628,0.2593934673836922,0.577838824053851
4,0.03,0.06,0.6,2,4,1,2,3,18,0.44841269841269843,0.42857142857142855,0.6666666666666666,0.01567015908167983,-0.02410492515480067,8.770832899911857,0.1706810568857664,0.5773761629476261
3,0.03,0.1,0.7,2,4,1,3,4,54,0.5285714285714286,0.5,0.6625,0.019282875492588978,-0.025891684684374305,2.4527826873071654,0.12127025679310513,0.5769105857272496
3,0.04,0.08,0.55,2,5,1,3,3,17,0.48333333333333334,0.5,0.611111111111111,0.013151145340375795,-0.0134420404882473,4.955612854246844,0.22484562605386735,0.5759029016877741
3,0.02,0.1,0.6,2,4,1,3,4,34,0.475801282051282,0.4307692307692308,0.5375,0.021163815635433073,-0.01908413637487072,6.513856538137635,0.11460776142692054,0.5755484384064585
4,0.04,0.06,0.7,2,4,1,2,4,29,0.49924242424242427,0.4318181818181818,0.5196428571428571,0.02034203348964718,-0.03628097064848029,3.0201354382805254,0.18464189896660643,0.5738730341300927
3,0.02,0.06,0.7,2,4,1,2,4,45,0.5757211538461539,0.5576923076923077,0.63125,0.015674799114861533,-0.0731082900135673,2.297553955056449,0.07989850891644353,0.5727737190581754
